Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Category,Outlet_Age
FDY24,4,Regular,0.133700752,Baking Goods,52,OUT049,1999,Medium,Tier 1,Supermarket Type1,1995,Food,26
FDC60,5,Regular,0.115119905,Baking Goods,88,OUT017,2007,Medium,Tier 2,Supermarket Type1,1416,Food,18
FDH28,15,Regular,0.110030997,Frozen Foods,37,OUT046,1997,Small,Tier 1,Supermarket Type1,265,Food,28
FDT25,7,Low Fat,0.051038045,Canned,121,OUT017,2007,Medium,Tier 2,Supermarket Type1,3552,Food,18
DRJ13,12,Low Fat,0.062837968,Soft Drinks,161,OUT013,1987,High,Tier 3,Supermarket Type1,2406,Drinks,38
NCO07,12,Low Fat,0.017116983,Others,211,OUT019,1985,Small,Tier 1,Grocery Store,213,Non-Consumable,40
FDW20,20,Low Fat,0.024129332,Fruits and Vegetables,124,OUT013,1987,High,Tier 3,Supermarket Type1,2956,Food,38
DRF27,12,Low Fat,0.049754975,Dairy,152,OUT019,1985,Small,Tier 1,Grocery Store,153,Drinks,40
FDS49,9,Low Fat,0.06613202877895108,Canned,79,OUT035,2004,Small,Tier 2,Supermarket Type1,1649,Food,21
FDX25,12,Low Fat,0.101561568,Canned,181,OUT027,1985,Medium,Tier 3,Supermarket Type3,3101,Food,40
NCX42,12,Low Fat,0.005949644,Household,165,OUT027,1985,Medium,Tier 3,Supermarket Type3,4769,Non-Consumable,40
FDG33,12,Regular,0.13956116,Seafood,170,OUT027,1985,Medium,Tier 3,Supermarket Type3,3435,Food,40
FDL56,14,Low Fat,0.126035694,Fruits and Vegetables,86,OUT045,2002,Medium,Tier 2,Supermarket Type1,1133,Food,23
FDF14,7,Low Fat,0.027164679,Canned,152,OUT035,2004,Small,Tier 2,Supermarket Type1,2603,Food,21
NCD06,13,Low Fat,0.099325278,Household,45,OUT046,1997,Small,Tier 1,Supermarket Type1,605,Non-Consumable,28
DRM47,12,Low Fat,0.04357366,Hard Drinks,192,OUT027,1985,Medium,Tier 3,Supermarket Type3,2293,Drinks,40
FDS46,12,Regular,0.082741482,Snack Foods,118,OUT019,1985,Small,Tier 1,Grocery Store,119,Food,40
FDB35,12,Regular,0.064565202,Starchy Foods,92,OUT013,1987,High,Tier 3,Supermarket Type1,1929,Food,38
FDX21,12,Low Fat,0.084554569,Snack Foods,109,OUT027,1985,Medium,Tier 3,Supermarket Type3,2074,Food,40
NCU05,12,Low Fat,0.058451805,Health and Hygiene,79,OUT027,1985,Medium,Tier 3,Supermarket Type3,241,Non-Consumable,40
NCR38,17,Low Fat,0.113748685,Household,251,OUT045,2002,Medium,Tier 2,Supermarket Type1,6795,Non-Consumable,23
NCR18,15,Low Fat,0.020603511,Household,42,OUT017,2007,Medium,Tier 2,Supermarket Type1,639,Non-Consumable,18
NCU41,18,Low Fat,0.052044976,Health and Hygiene,192,OUT035,2004,Small,Tier 2,Supermarket Type1,3248,Non-Consumable,21
FDY56,16,Regular,0.062764429,Fruits and Vegetables,227,OUT017,2007,Medium,Tier 2,Supermarket Type1,7222,Food,18
DRJ51,14,Low Fat,0.087977262,Dairy,229,OUT035,2004,Small,Tier 2,Supermarket Type1,3225,Drinks,21
FDK21,7,Low Fat,0.010010425,Snack Foods,249,OUT035,2004,Small,Tier 2,Supermarket Type1,3755,Food,21
FDY25,12,Low Fat,0.033946163,Canned,179,OUT013,1987,High,Tier 3,Supermarket Type1,3440,Food,38
FDU44,12,Regular,0.058414678,Fruits and Vegetables,163,OUT035,2004,Small,Tier 2,Supermarket Type1,974,Food,21
FDL43,10,Low Fat,0.027106459,Meat,75,OUT049,1999,Medium,Tier 1,Supermarket Type1,535,Food,26
FDF05,17,Low Fat,0.027022883,Frozen Foods,262,OUT017,2007,Medium,Tier 2,Supermarket Type1,5259,Food,18
DRF15,12,Low Fat,0.058153409,Dairy,152,OUT019,1985,Small,Tier 1,Grocery Store,306,Drinks,40
FDL20,17,Low Fat,0.128937661,Fruits and Vegetables,112,OUT018,2009,Medium,Tier 3,Supermarket Type2,1779,Food,16
FDV32,7,Low Fat,0.088846306,Fruits and Vegetables,61,OUT049,1999,Medium,Tier 1,Supermarket Type1,759,Food,26
FDJ34,11,Regular,0.09357779,Snack Foods,125,OUT013,1987,High,Tier 3,Supermarket Type1,1877,Food,38
FDG08,13,Regular,0.165694678,Fruits and Vegetables,171,OUT045,2002,Medium,Tier 2,Supermarket Type1,3779,Food,23
FDQ04,12,Low Fat,0.148392623,Frozen Foods,41,OUT019,1985,Small,Tier 1,Grocery Store,41,Food,40
FDW13,8,Low Fat,0.098438394,Canned,51,OUT017,2007,Medium,Tier 2,Supermarket Type1,259,Food,18
NCI17,8,Low Fat,0.143303291,Health and Hygiene,96,OUT013,1987,High,Tier 3,Supermarket Type1,193,Non-Consumable,38
FDY03,17,Regular,0.076276208,Meat,110,OUT045,2002,Medium,Tier 2,Supermarket Type1,1687,Food,23
FDS12,9,Low Fat,0.175103435,Baking Goods,127,OUT017,2007,Medium,Tier 2,Supermarket Type1,4655,Food,18
FDJ55,12,Regular,0.023511371,Meat,225,OUT013,1987,High,Tier 3,Supermarket Type1,4950,Food,38
DRK01,7,Low Fat,0.06105276,Soft Drinks,95,OUT035,2004,Small,Tier 2,Supermarket Type1,1418,Drinks,21
FDG28,9,Regular,0.049559042,Frozen Foods,246,OUT017,2007,Medium,Tier 2,Supermarket Type1,1225,Food,18
FDY38,13,Regular,0.119418124,Dairy,231,OUT045,2002,Medium,Tier 2,Supermarket Type1,5359,Food,23
FDN01,8,Low Fat,0.072545601,Breakfast,176,OUT045,2002,Medium,Tier 2,Supermarket Type1,1764,Food,23
NCR54,16,Low Fat,0.090486828,Household,195,OUT013,1987,High,Tier 3,Supermarket Type1,2553,Non-Consumable,38
FDG29,17,Low Fat,0.056245075,Frozen Foods,43,OUT013,1987,High,Tier 3,Supermarket Type1,1006,Food,38
FDG24,7,Low Fat,0.014618973,Baking Goods,85,OUT013,1987,High,Tier 3,Supermarket Type1,1081,Food,38
FDG59,15,Low Fat,0.043479126,Starchy Foods,36,OUT017,2007,Medium,Tier 2,Supermarket Type1,308,Food,18
FDM28,15,Low Fat,0.045166237,Frozen Foods,178,OUT013,1987,High,Tier 3,Supermarket Type1,2516,Food,38
FDW04,8,Regular,0.057827101,Frozen Foods,128,OUT046,1997,Small,Tier 1,Supermarket Type1,1428,Food,28
FDS26,20,Low Fat,0.089394766,Dairy,260,OUT013,1987,High,Tier 3,Supermarket Type1,2093,Food,38
FDQ56,6,Low Fat,0.10550944,Fruits and Vegetables,85,OUT013,1987,High,Tier 3,Supermarket Type1,1929,Food,38
FDK51,19,Low Fat,0.005234153,Dairy,264,OUT035,2004,Small,Tier 2,Supermarket Type1,5829,Food,21
FDL22,16,Low Fat,0.036390174,Snack Foods,91,OUT046,1997,Small,Tier 1,Supermarket Type1,2082,Food,28
FDH19,12,Low Fat,0.03292824,Meat,173,OUT027,1985,Medium,Tier 3,Supermarket Type3,7298,Food,40
FDY55,16,Low Fat,0.081252534,Fruits and Vegetables,256,OUT013,1987,High,Tier 3,Supermarket Type1,7452,Food,38
FDY03,17,Regular,0.076552407,Meat,110,OUT017,2007,Medium,Tier 2,Supermarket Type1,450,Food,18
FDK21,7,Low Fat,0.016758569,Snack Foods,250,OUT010,1998,Medium,Tier 3,Grocery Store,500,Food,27
FDZ10,12,Low Fat,0.044248175,Snack Foods,126,OUT027,1985,Medium,Tier 3,Supermarket Type3,3668,Food,40
FDZ32,7,Regular,0.038288087,Fruits and Vegetables,103,OUT018,2009,Medium,Tier 3,Supermarket Type2,736,Food,16
NCZ18,7,Low Fat,0.186032678,Household,253,OUT035,2004,Small,Tier 2,Supermarket Type1,6088,Non-Consumable,21
NCF07,12,Low Fat,0.031867464,Household,101,OUT027,1985,Medium,Tier 3,Supermarket Type3,2125,Non-Consumable,40
DRE49,20,Low Fat,0.021370201,Soft Drinks,153,OUT017,2007,Medium,Tier 2,Supermarket Type1,2277,Drinks,18
FDJ08,12,Low Fat,0.193772568,Fruits and Vegetables,190,OUT019,1985,Small,Tier 1,Grocery Store,573,Food,40
FDT39,6,Regular,0.009866049,Meat,151,OUT035,2004,Small,Tier 2,Supermarket Type1,2267,Food,21
FDE08,18,Low Fat,0.082551042,Fruits and Vegetables,147,OUT010,1998,Medium,Tier 3,Grocery Store,296,Food,27
NCD06,13,Low Fat,0.099729888,Household,46,OUT018,2009,Medium,Tier 3,Supermarket Type2,559,Non-Consumable,16
FDB57,20,Regular,0.018801549,Fruits and Vegetables,222,OUT035,2004,Small,Tier 2,Supermarket Type1,5559,Food,21
NCT54,8,Low Fat,0.119721451,Household,95,OUT049,1999,Medium,Tier 1,Supermarket Type1,1237,Non-Consumable,26
DRF49,7,Low Fat,0.071222087,Soft Drinks,113,OUT045,2002,Medium,Tier 2,Supermarket Type1,569,Drinks,23
FDM25,12,Regular,0.060371962,Breakfast,174,OUT027,1985,Medium,Tier 3,Supermarket Type3,3866,Food,40
FDF20,12,Low Fat,0.033287541,Fruits and Vegetables,198,OUT045,2002,Medium,Tier 2,Supermarket Type1,1379,Food,23
FDH27,7,Low Fat,0.05858462,Dairy,142,OUT018,2009,Medium,Tier 3,Supermarket Type2,1869,Food,16
FDV60,12,Regular,0.11679292,Baking Goods,196,OUT027,1985,Medium,Tier 3,Supermarket Type3,5499,Food,40
FDY59,8,Low Fat,0.031452265,Baking Goods,94,OUT049,1999,Medium,Tier 1,Supermarket Type1,925,Food,26
FDK36,7,Low Fat,0.00721395,Baking Goods,47,OUT035,2004,Small,Tier 2,Supermarket Type1,583,Food,21
NCM31,6,Low Fat,0.081196619,Others,141,OUT046,1997,Small,Tier 1,Supermarket Type1,1418,Non-Consumable,28
FDE33,19,Regular,0.049916364,Fruits and Vegetables,80,OUT017,2007,Medium,Tier 2,Supermarket Type1,942,Food,18
FDU36,6,Low Fat,0.04627095,Baking Goods,99,OUT046,1997,Small,Tier 1,Supermarket Type1,2364,Food,28
FDV13,12,Regular,0.02747716,Canned,87,OUT027,1985,Medium,Tier 3,Supermarket Type3,3251,Food,40
FDV20,12,Regular,0.104704537,Fruits and Vegetables,125,OUT019,1985,Small,Tier 1,Grocery Store,254,Food,40
NCQ54,17,Low Fat,0.012540003,Household,167,OUT035,2004,Small,Tier 2,Supermarket Type1,5895,Non-Consumable,21
FDO23,17,Low Fat,0.147023834,Breads,93,OUT018,2009,Medium,Tier 3,Supermarket Type2,1134,Food,16
DRE60,9,Low Fat,0.159657596,Soft Drinks,224,OUT045,2002,Medium,Tier 2,Supermarket Type1,7696,Drinks,23
DRP47,15,Low Fat,0.141398626,Hard Drinks,250,OUT017,2007,Medium,Tier 2,Supermarket Type1,2775,Drinks,18
FDB21,7,Low Fat,0.148821808,Fruits and Vegetables,241,OUT045,2002,Medium,Tier 2,Supermarket Type1,5317,Food,23
FDR04,7,Low Fat,0.06613202877895108,Frozen Foods,98,OUT018,2009,Medium,Tier 3,Supermarket Type2,874,Food,16
FDX23,6,Low Fat,0.029691762,Baking Goods,92,OUT046,1997,Small,Tier 1,Supermarket Type1,1039,Food,28
FDX19,19,Low Fat,0.096715523,Fruits and Vegetables,235,OUT035,2004,Small,Tier 2,Supermarket Type1,3038,Food,21
FDD40,20,Regular,0.014790559,Dairy,193,OUT035,2004,Small,Tier 2,Supermarket Type1,3848,Food,21
FDA01,15,Regular,0.054378253,Canned,59,OUT046,1997,Small,Tier 1,Supermarket Type1,527,Food,28
FDS33,6,Regular,0.123428594,Snack Foods,89,OUT046,1997,Small,Tier 1,Supermarket Type1,2390,Food,28
FDM50,12,Regular,0.029943463,Canned,60,OUT027,1985,Medium,Tier 3,Supermarket Type3,1677,Food,40
FDB29,16,Regular,0.052368061,Frozen Foods,112,OUT013,1987,High,Tier 3,Supermarket Type1,801,Food,38
FDF46,7,Low Fat,0.093861144,Snack Foods,115,OUT045,2002,Medium,Tier 2,Supermarket Type1,1267,Food,23
FDA33,6,Low Fat,0.033968647,Snack Foods,148,OUT045,2002,Medium,Tier 2,Supermarket Type1,886,Food,23
FDC08,19,Regular,0.173154079,Fruits and Vegetables,228,OUT010,1998,Medium,Tier 3,Grocery Store,452,Food,27
FDB53,13,Low Fat,0.139735226,Frozen Foods,147,OUT045,2002,Medium,Tier 2,Supermarket Type1,3877,Food,23
FDY31,12,Low Fat,0.043351896,Fruits and Vegetables,146,OUT027,1985,Medium,Tier 3,Supermarket Type3,4414,Food,40
DRQ35,12,Low Fat,0.042086652,Hard Drinks,122,OUT027,1985,Medium,Tier 3,Supermarket Type3,5448,Drinks,40
FDX36,9,Regular,0.12848269,Baking Goods,223,OUT049,1999,Medium,Tier 1,Supermarket Type1,4950,Food,26
DRD13,15,Low Fat,0.049357077,Soft Drinks,62,OUT017,2007,Medium,Tier 2,Supermarket Type1,958,Drinks,18
FDC52,11,Regular,0.008326735,Dairy,149,OUT017,2007,Medium,Tier 2,Supermarket Type1,1956,Food,18
FDB45,20,Low Fat,0.021362955,Fruits and Vegetables,103,OUT049,1999,Medium,Tier 1,Supermarket Type1,2404,Food,26
NCK19,9,Low Fat,0.151420934,Others,194,OUT010,1998,Medium,Tier 3,Grocery Store,387,Non-Consumable,27
FDV51,16,Low Fat,0.032511818,Meat,165,OUT013,1987,High,Tier 3,Supermarket Type1,994,Food,38
FDZ35,9,Regular,0.022323658,Breads,101,OUT045,2002,Medium,Tier 2,Supermarket Type1,1754,Food,23
NCW17,12,Low Fat,0.019292355,Health and Hygiene,129,OUT027,1985,Medium,Tier 3,Supermarket Type3,3340,Non-Consumable,40
FDV59,13,Low Fat,0.048124443,Breads,216,OUT045,2002,Medium,Tier 2,Supermarket Type1,3918,Food,23
DRH39,20,Low Fat,0.09261307,Dairy,76,OUT013,1987,High,Tier 3,Supermarket Type1,306,Drinks,38
FDN60,12,Low Fat,0.094697274,Baking Goods,158,OUT027,1985,Medium,Tier 3,Supermarket Type3,4278,Food,40
FDU55,16,Low Fat,0.035984104,Fruits and Vegetables,260,OUT045,2002,Medium,Tier 2,Supermarket Type1,4425,Food,23
FDN58,12,Regular,0.056596985,Snack Foods,230,OUT027,1985,Medium,Tier 3,Supermarket Type3,9267,Food,40
FDC41,12,Low Fat,0.2047,Frozen Foods,76,OUT019,1985,Small,Tier 1,Grocery Store,229,Food,40
FDO01,12,Regular,0.020618324,Breakfast,129,OUT027,1985,Medium,Tier 3,Supermarket Type3,2055,Food,40
NCO43,5,Low Fat,0.04709821,Others,101,OUT046,1997,Small,Tier 1,Supermarket Type1,3339,Non-Consumable,28
FDQ07,15,Regular,0.087584126,Fruits and Vegetables,221,OUT045,2002,Medium,Tier 2,Supermarket Type1,6410,Food,23
FDF28,15,Regular,0.038078899,Frozen Foods,122,OUT017,2007,Medium,Tier 2,Supermarket Type1,1992,Food,18
FDM01,7,Regular,0.095102092,Breakfast,104,OUT017,2007,Medium,Tier 2,Supermarket Type1,2870,Food,18
FDY49,12,Regular,0.011953902,Canned,164,OUT027,1985,Medium,Tier 3,Supermarket Type3,2807,Food,40
FDR24,17,Regular,0.062799379,Baking Goods,88,OUT013,1987,High,Tier 3,Supermarket Type1,539,Food,38
NCY18,7,Low Fat,0.031125709,Household,174,OUT013,1987,High,Tier 3,Supermarket Type1,4377,Non-Consumable,38
NCY30,20,Low Fat,0.026005891,Household,180,OUT045,2002,Medium,Tier 2,Supermarket Type1,2716,Non-Consumable,23
FDJ22,12,Low Fat,0.09246392,Snack Foods,190,OUT019,1985,Small,Tier 1,Grocery Store,383,Food,40
DRI37,15,Low Fat,0.107765165,Soft Drinks,59,OUT049,1999,Medium,Tier 1,Supermarket Type1,703,Drinks,26
FDL27,6,Low Fat,0.010647477,Meat,66,OUT049,1999,Medium,Tier 1,Supermarket Type1,1937,Food,26
NCO30,19,Low Fat,0.015749341,Household,182,OUT049,1999,Medium,Tier 1,Supermarket Type1,3307,Non-Consumable,26
NCB07,19,Low Fat,0.077628053,Household,197,OUT049,1999,Medium,Tier 1,Supermarket Type1,3142,Non-Consumable,26
FDX25,16,Low Fat,0.06613202877895108,Canned,181,OUT018,2009,Medium,Tier 3,Supermarket Type2,2554,Food,16
FDP59,20,Regular,0.056695731,Breads,104,OUT018,2009,Medium,Tier 3,Supermarket Type2,1869,Food,16
FDR59,14,Regular,0.063993068,Breads,260,OUT045,2002,Medium,Tier 2,Supermarket Type1,5494,Food,23
FDT27,11,Regular,0.069529262,Meat,233,OUT013,1987,High,Tier 3,Supermarket Type1,6093,Food,38
DRI01,7,Low Fat,0.034452949,Soft Drinks,174,OUT046,1997,Small,Tier 1,Supermarket Type1,2586,Drinks,28
FDU09,7,Regular,0.06670068,Snack Foods,55,OUT049,1999,Medium,Tier 1,Supermarket Type1,1255,Food,26
FDH26,19,Regular,0.034699737,Canned,141,OUT046,1997,Small,Tier 1,Supermarket Type1,4093,Food,28
FDH27,7,Low Fat,0.058346939,Dairy,142,OUT046,1997,Small,Tier 1,Supermarket Type1,3163,Food,28
FDN39,12,Regular,0.065203103,Meat,166,OUT027,1985,Medium,Tier 3,Supermarket Type3,5033,Food,40
FDH40,11,Regular,0.078929571,Frozen Foods,79,OUT046,1997,Small,Tier 1,Supermarket Type1,1137,Food,28
FDJ56,12,Low Fat,0.182514881,Fruits and Vegetables,98,OUT027,1985,Medium,Tier 3,Supermarket Type3,2696,Food,40
DRN47,12,Low Fat,0.016895293,Hard Drinks,178,OUT018,2009,Medium,Tier 3,Supermarket Type2,898,Drinks,16
NCO17,10,Low Fat,0.073379745,Health and Hygiene,118,OUT046,1997,Small,Tier 1,Supermarket Type1,2756,Non-Consumable,28
FDX60,14,Low Fat,0.08075758,Baking Goods,81,OUT045,2002,Medium,Tier 2,Supermarket Type1,878,Food,23
FDT22,10,Low Fat,0.112271498,Snack Foods,58,OUT049,1999,Medium,Tier 1,Supermarket Type1,659,Food,26
FDX26,12,Low Fat,0.153741385,Dairy,182,OUT019,1985,Small,Tier 1,Grocery Store,182,Food,40
FDG45,8,Low Fat,0.127929521,Fruits and Vegetables,211,OUT013,1987,High,Tier 3,Supermarket Type1,3610,Food,38
FDD44,8,Regular,0.07838564,Fruits and Vegetables,256,OUT035,2004,Small,Tier 2,Supermarket Type1,5153,Food,21
FDS15,9,Regular,0.078502143,Meat,108,OUT017,2007,Medium,Tier 2,Supermarket Type1,2588,Food,18
FDL51,20,Regular,0.047684831,Dairy,212,OUT018,2009,Medium,Tier 3,Supermarket Type2,1286,Food,16
FDL32,15,Regular,0.123159656,Fruits and Vegetables,110,OUT017,2007,Medium,Tier 2,Supermarket Type1,1230,Food,18
FDZ07,12,Regular,0.06613202877895108,Fruits and Vegetables,60,OUT027,1985,Medium,Tier 3,Supermarket Type3,1733,Food,40
NCW53,12,Low Fat,0.053392944,Health and Hygiene,193,OUT019,1985,Small,Tier 1,Grocery Store,384,Non-Consumable,40
NCA54,16,Low Fat,0.036715907,Household,180,OUT045,2002,Medium,Tier 2,Supermarket Type1,3969,Non-Consumable,23
FDX09,9,Low Fat,0.065236932,Snack Foods,176,OUT035,2004,Small,Tier 2,Supermarket Type1,7763,Food,21
FDO51,6,Regular,0.041947547,Meat,41,OUT013,1987,High,Tier 3,Supermarket Type1,809,Food,38
FDW49,19,Low Fat,0.082888496,Canned,178,OUT018,2009,Medium,Tier 3,Supermarket Type2,1253,Food,16
FDB27,7,Low Fat,0.055390121,Dairy,195,OUT046,1997,Small,Tier 1,Supermarket Type1,5715,Food,28
FDF45,18,Regular,0.012194556,Fruits and Vegetables,57,OUT013,1987,High,Tier 3,Supermarket Type1,1464,Food,38
FDV02,16,Low Fat,0.060495243,Dairy,169,OUT013,1987,High,Tier 3,Supermarket Type1,3251,Food,38
FDY28,7,Regular,0.06613202877895108,Frozen Foods,214,OUT035,2004,Small,Tier 2,Supermarket Type1,4274,Food,21
FDX31,12,Regular,0.014753811,Fruits and Vegetables,231,OUT027,1985,Medium,Tier 3,Supermarket Type3,5375,Food,40
FDR43,12,Low Fat,0.160707489,Fruits and Vegetables,38,OUT027,1985,Medium,Tier 3,Supermarket Type3,1318,Food,40
FDP51,13,Regular,0.085622362,Meat,119,OUT018,2009,Medium,Tier 3,Supermarket Type2,2251,Food,16
FDL52,6,Regular,0.046350909,Frozen Foods,37,OUT017,2007,Medium,Tier 2,Supermarket Type1,1176,Food,18
FDR44,6,Regular,0.102920886,Fruits and Vegetables,130,OUT046,1997,Small,Tier 1,Supermarket Type1,3523,Food,28
FDB34,15,Low Fat,0.026604781,Snack Foods,86,OUT035,2004,Small,Tier 2,Supermarket Type1,610,Food,21
FDC50,15,Low Fat,0.06613202877895108,Canned,96,OUT035,2004,Small,Tier 2,Supermarket Type1,1237,Food,21
FDT57,15,Low Fat,0.031860325,Snack Foods,235,OUT010,1998,Medium,Tier 3,Grocery Store,474,Food,27
FDP22,12,Regular,0.06613202877895108,Snack Foods,52,OUT027,1985,Medium,Tier 3,Supermarket Type3,717,Food,40
DRE49,20,Low Fat,0.021250002,Soft Drinks,150,OUT046,1997,Small,Tier 1,Supermarket Type1,2580,Drinks,28
FDM40,10,Low Fat,0.159936948,Frozen Foods,143,OUT046,1997,Small,Tier 1,Supermarket Type1,2552,Food,28
FDY32,7,Low Fat,0.129503146,Fruits and Vegetables,164,OUT045,2002,Medium,Tier 2,Supermarket Type1,3914,Food,23
FDW07,18,Regular,0.142688846,Fruits and Vegetables,88,OUT046,1997,Small,Tier 1,Supermarket Type1,796,Food,28
FDU02,12,Low Fat,0.179484411,Dairy,228,OUT019,1985,Small,Tier 1,Grocery Store,916,Food,40
NCF18,18,Low Fat,0.089163056,Household,191,OUT045,2002,Medium,Tier 2,Supermarket Type1,3259,Non-Consumable,23
FDQ56,6,Low Fat,0.105761491,Fruits and Vegetables,84,OUT049,1999,Medium,Tier 1,Supermarket Type1,1677,Food,26
FDN58,13,Regular,0.056960814,Snack Foods,230,OUT049,1999,Medium,Tier 1,Supermarket Type1,3707,Food,26
FDG35,21,Regular,0.00704098,Starchy Foods,173,OUT046,1997,Small,Tier 1,Supermarket Type1,2954,Food,28
FDY34,10,Regular,0.011026594,Snack Foods,166,OUT018,2009,Medium,Tier 3,Supermarket Type2,2652,Food,16
NCE19,8,Low Fat,0.093203257,Household,52,OUT045,2002,Medium,Tier 2,Supermarket Type1,1037,Non-Consumable,23
NCK31,12,Low Fat,0.026916794,Others,50,OUT027,1985,Medium,Tier 3,Supermarket Type3,717,Non-Consumable,40
NCJ29,10,Low Fat,0.035264298,Health and Hygiene,86,OUT045,2002,Medium,Tier 2,Supermarket Type1,426,Non-Consumable,23
FDT59,13,Low Fat,0.015908424,Breads,231,OUT035,2004,Small,Tier 2,Supermarket Type1,6911,Food,21
NCX41,19,Low Fat,0.017719277,Health and Hygiene,211,OUT046,1997,Small,Tier 1,Supermarket Type1,3811,Non-Consumable,28
FDU45,12,Regular,0.035334201,Snack Foods,115,OUT027,1985,Medium,Tier 3,Supermarket Type3,2277,Food,40
FDW24,12,Low Fat,0.065652494,Baking Goods,48,OUT019,1985,Small,Tier 1,Grocery Store,48,Food,40
FDF22,6,Low Fat,0.056919038,Snack Foods,212,OUT049,1999,Medium,Tier 1,Supermarket Type1,5770,Food,26
FDM60,10,Regular,0.048143292,Baking Goods,40,OUT046,1997,Small,Tier 1,Supermarket Type1,690,Food,28
FDR02,16,Low Fat,0.022047313,Dairy,110,OUT013,1987,High,Tier 3,Supermarket Type1,1890,Food,38
DRP35,12,Low Fat,0.090427268,Hard Drinks,126,OUT027,1985,Medium,Tier 3,Supermarket Type3,3195,Drinks,40
FDS48,15,Low Fat,0.027779254,Baking Goods,150,OUT046,1997,Small,Tier 1,Supermarket Type1,1504,Food,28
NCZ42,10,Low Fat,0.06613202877895108,Household,238,OUT010,1998,Medium,Tier 3,Grocery Store,711,Non-Consumable,27
FDZ38,17,Low Fat,0.008033611,Dairy,174,OUT018,2009,Medium,Tier 3,Supermarket Type2,4311,Food,16
FDH19,19,Low Fat,0.033088472,Meat,175,OUT046,1997,Small,Tier 1,Supermarket Type1,521,Food,28
NCB55,15,Low Fat,0.160663021,Household,59,OUT046,1997,Small,Tier 1,Supermarket Type1,829,Non-Consumable,28
FDC15,18,Low Fat,0.178975721,Dairy,155,OUT017,2007,Medium,Tier 2,Supermarket Type1,1571,Food,18
FDF11,10,Regular,0.017627888,Starchy Foods,239,OUT035,2004,Small,Tier 2,Supermarket Type1,2403,Food,21
FDW35,12,Low Fat,0.0194158,Breads,41,OUT019,1985,Small,Tier 1,Grocery Store,83,Food,40
FDB44,6,Low Fat,0.016993225,Fruits and Vegetables,211,OUT045,2002,Medium,Tier 2,Supermarket Type1,844,Food,23
NCC06,19,Low Fat,0.027139013,Household,127,OUT017,2007,Medium,Tier 2,Supermarket Type1,2940,Non-Consumable,18
FDR04,7,Low Fat,0.03777249,Frozen Foods,98,OUT010,1998,Medium,Tier 3,Grocery Store,291,Food,27
FDB17,13,Low Fat,0.036746479,Frozen Foods,181,OUT045,2002,Medium,Tier 2,Supermarket Type1,3259,Food,23
FDW43,20,Regular,0.022460102,Fruits and Vegetables,226,OUT049,1999,Medium,Tier 1,Supermarket Type1,3415,Food,26
FDA27,20,Regular,0.06613202877895108,Dairy,256,OUT018,2009,Medium,Tier 3,Supermarket Type2,5624,Food,16
NCU41,18,Low Fat,0.05213575,Health and Hygiene,190,OUT049,1999,Medium,Tier 1,Supermarket Type1,6687,Non-Consumable,26
FDY56,16,Regular,0.062508438,Fruits and Vegetables,227,OUT049,1999,Medium,Tier 1,Supermarket Type1,5642,Food,26
FDV39,11,Low Fat,0.007309544,Meat,196,OUT018,2009,Medium,Tier 3,Supermarket Type2,4943,Food,16
FDN32,17,Low Fat,0.015623754,Fruits and Vegetables,182,OUT018,2009,Medium,Tier 3,Supermarket Type2,3135,Food,16
FDW07,18,Regular,0.142978223,Fruits and Vegetables,87,OUT045,2002,Medium,Tier 2,Supermarket Type1,796,Food,23
FDZ27,7,Low Fat,0.017191055,Dairy,51,OUT045,2002,Medium,Tier 2,Supermarket Type1,848,Food,23
FDW23,12,Low Fat,0.143592939,Baking Goods,37,OUT019,1985,Small,Tier 1,Grocery Store,38,Food,40
FDU01,20,Regular,0.011995271,Canned,184,OUT046,1997,Small,Tier 1,Supermarket Type1,4997,Food,28
FDF10,15,Regular,0.15717236,Snack Foods,149,OUT049,1999,Medium,Tier 1,Supermarket Type1,588,Food,26
